序號,詞語,等別,級別,情境,書面字頻(每百萬字),口語字頻(每百萬字),簡編本系統號,參考注音,參考漢語拼音
10428,放牧,精熟,第7級,,5,6,"[['放牧', ['6025']]]",ㄈㄤˋ ㄇㄨˋ,fàngmù
10429,放射,精熟,第7級,,4,1,"[['放射', ['6060']]]",ㄈㄤˋ ㄕㄜˋ,fàngshè
10430,放肆,精熟,第7級,,4,1,"[['放肆', ['6070']]]",ㄈㄤˋ ㄙˋ,fàngsì
10431,防線,精熟,第7級,,6,3,"[['防線', ['5949']]]",ㄈㄤˊ ㄒㄧㄢˋ,fángxiàn
10432,仿效,精熟,第7級,,6,4,"[['仿效', ['5987']]]",ㄈㄤˇ ㄒㄧㄠˋ,fǎngxiào
10433,芳心,精熟,第7級,,3,0,"[['芳心', ['5916']]]",ㄈㄤ ㄒㄧㄣ,fāngxīn
10434,放映,精熟,第7級,,4,3,"[['放映', ['6077']]]",ㄈㄤˋ ㄧㄥˋ,fàngyìng
10435,方圓,精熟,第7級,,5,2,"[['方圓', ['5906']]]",ㄈㄤ ㄩㄢˊ,fāngyuán
10436,仿照,精熟,第7級,,3,1,"[['仿照', ['5990']]]",ㄈㄤˇ ㄓㄠˋ,fǎngzhào
10437,方正,精熟,第7級,,3,1,"[['方正', ['5894']]]",ㄈㄤ ㄓㄥˋ,fāngzhèng
10438,防治,精熟,第7級,,8,45,"[['防治', ['5951']]]",ㄈㄤˊ ㄓˋ,fángzhì
10439,放逐,精熟,第7級,,5,1,"[['放逐', ['6059']]]",ㄈㄤˋ ㄓㄨˊ,fàngzhú
10440,誹謗,精熟,第7級,,4,0,"[['誹謗', ['5413']]]",ㄈㄟˇ ㄅㄤˋ,fěibàng
10441,非比尋常,精熟,第7級,,4,2,[],ㄈㄟ ㄅㄧˇ ㄒㄩㄣˊ ㄔㄤˊ,fēibǐxúncháng
10442,飛馳,精熟,第7級,,3,0,"[['飛馳', ['5362']]]",ㄈㄟ ㄔˊ,fēichí
10443,肥大,精熟,第7級,,4,2,"[['肥大', ['5383']]]",ㄈㄟˊ ㄉㄚˋ,féidà
10444,沸沸揚揚,精熟,第7級,,2,1,[],ㄈㄟˋ ㄈㄟˋ ㄧㄤˊ ㄧㄤˊ,fèifèiyángyáng
10445,肺腑,精熟,第7級,,3,1,"[['肺腑', ['5435']]]",ㄈㄟˋ ㄈㄨˇ,fèifǔ
10446,費解,精熟,第7級,,4,1,"[['費解', ['5423']]]",ㄈㄟˋ ㄐㄧㄝˇ,fèijiě
10447,肺結核,精熟,第7級,,3,3,"[['肺結核', ['5438']]]",ㄈㄟˋ ㄐㄧㄝˊ ㄏㄜˊ,fèijiéhé
10448,費勁,精熟,第7級,,3,1,"[['費勁', ['5424']]]",ㄈㄟˋ ㄐㄧㄣˋ,fèijìn
10449,肥料,精熟,第7級,,7,87,"[['肥料', ['5385']]]",ㄈㄟˊ ㄌㄧㄠˋ,féiliào
10450,廢寢忘食,精熟,第7級,,3,1,"[['廢寢忘食', ['5454']]]",ㄈㄟˋ ㄑㄧㄣˇ ㄨㄤˋ ㄕˊ,fèiqǐnwàngshí
10451,斐然,精熟,第7級,,2,0,"[['斐然', ['5404']]]",ㄈㄟˇ ㄖㄢˊ,fěirán
10452,非同小可,精熟,第7級,,4,1,"[['非同小可', ['5314']]]",ㄈㄟ ㄊㄨㄥˊ ㄒㄧㄠˇ ㄎㄜˇ,fēitóngxiǎokě
10453,肥沃,精熟,第7級,,5,11,"[['肥沃', ['5393']]]",ㄈㄟˊ ㄨㄛˋ,féiwò
10454,非議,精熟,第7級,,3,0,"[['非議', ['5323']]]",ㄈㄟ ㄧˋ,fēiyì
10455,匪夷所思,精熟,第7級,,5,1,"[['匪夷所思', ['5400']]]",ㄈㄟˇ ㄧˊ ㄙㄨㄛˇ ㄙ,fěiyísuǒsī
10456,飛越,精熟,第7級,,4,5,"[['飛越', ['5377']]]",ㄈㄟ ㄩㄝˋ,fēiyuè
10457,飛躍,精熟,第7級,,3,1,"[['飛躍', ['5378']]]",ㄈㄟ ㄩㄝˋ,fēiyuè
10458,廢止,精熟,第7級,,4,1,"[['廢止', ['5456']]]",ㄈㄟˋ ㄓˇ,fèizhǐ
10459,粉筆,精熟,第7級,,3,4,"[['粉筆', ['5822']]]",ㄈㄣˇ ㄅㄧˇ,fěnbǐ
10460,糞便,精熟,第7級,,7,4,"[['糞便', ['5874']]]",ㄈㄣˋ ㄅㄧㄢˋ,fènbiàn
10461,奮不顧身,精熟,第7級,,2,1,"[['奮不顧身', ['5864']]]",ㄈㄣˋ ㄅㄨˊ ㄍㄨˋ ㄕㄣ,fènbúgùshēn
10462,分寸,精熟,第7級,,5,4,"[['分寸', ['5775']]]",ㄈㄣ ㄘㄨㄣˋ,fēncùn
10463,分道揚鑣,精熟,第7級,,3,1,"[['分道揚鑣', ['5721']]]",ㄈㄣ ㄉㄠˋ ㄧㄤˊ ㄅㄧㄠ,fēndàoyángbiāo
10464,分段,精熟,第7級,,4,1,"[['分段', ['5724']]]",ㄈㄣ ㄉㄨㄢˋ,fēnduàn
10465,奮發,精熟,第7級,,3,2,"[['奮發', ['5866']]]",ㄈㄣˋ ㄈㄚ,fènfā
10466,分發,精熟,第7級,,3,1,"[['分發', ['5719']]]",ㄈㄣ ㄈㄚ,fēnfā
10467,芬芳,精熟,第7級,,4,2,"[['芬芳', ['5785']]]",ㄈㄣ ㄈㄤ,fēnfāng
10468,紛飛,精熟,第7級,,3,3,"[['紛飛', ['5791']]]",ㄈㄣ ㄈㄟ,fēnfēi
10469,忿忿不平,精熟,第7級,,2,1,"[['忿忿不平', ['5850']]]",ㄈㄣˋ ㄈㄣˋ ㄅㄨˋ ㄆㄧㄥˊ,fènfènbùpíng
10470,憤憤不平,精熟,第7級,,2,1,"[['憤憤不平', ['5856']]]",ㄈㄣˋ ㄈㄣˋ ㄅㄨˋ ㄆㄧㄥˊ,fènfènbùpíng
10471,分工合作,精熟,第7級,,3,3,"[['分工合作', ['5735']]]",ㄈㄣ ㄍㄨㄥ ㄏㄜˊ ㄗㄨㄛˋ,fēngōnghézuò
10472,憤恨,精熟,第7級,,5,0,"[['憤恨', ['5859']]]",ㄈㄣˋ ㄏㄣˋ,fènhèn
10473,焚毀,精熟,第7級,,3,2,"[['焚毀', ['5814']]]",ㄈㄣˊ ㄏㄨㄟˇ,fénhuǐ
10474,分際,精熟,第7級,,3,1,[],ㄈㄣˋ ㄐㄧˋ,fènjì
10475,分解,精熟,第7級,,7,50,"[['分解', ['5747']]]",ㄈㄣ ㄐㄧㄝˇ,fēnjiě
10476,分居,精熟,第7級,,3,1,"[['分居', ['5749']]]",ㄈㄣ ㄐㄩ,fēnjū
10477,憤慨,精熟,第7級,,5,0,"[['憤慨', ['5858']]]",ㄈㄣˋ ㄎㄞˇ,fènkǎi
10478,紛亂,精熟,第7級,,5,2,"[['紛亂', ['5795']]]",ㄈㄣ ㄌㄨㄢˋ,fēnluàn
10479,憤懣,精熟,第7級,,2,0,"[['憤懣', ['5854']]]",ㄈㄣˋ ㄇㄣˋ,fènmèn
10480,分門別類,精熟,第7級,,3,2,"[['分門別類', ['5713']]]",ㄈㄣ ㄇㄣˊ ㄅㄧㄝˊ ㄌㄟˋ,fēnménbiélèi
10481,粉末,精熟,第7級,,4,4,"[['粉末', ['5825']]]",ㄈㄣˇ ㄇㄛˋ,fěnmò
10482,奮起,精熟,第7級,,3,2,[],ㄈㄣˋ ㄑㄧˇ,fènqǐ
10483,紛擾,精熟,第7級,,4,3,"[['紛擾', ['5799']]]",ㄈㄣ ㄖㄠˇ,fēnrǎo
10484,分身,精熟,第7級,,4,2,"[['分身', ['5764']]]",ㄈㄣ ㄕㄣ,fēnshēn
10485,粉身碎骨,精熟,第7級,,3,1,"[['粉身碎骨', ['5834']]]",ㄈㄣˇ ㄕㄣ ㄙㄨㄟˋ ㄍㄨˇ,fěnshēnsuìgǔ
10486,粉飾,精熟,第7級,,2,0,"[['粉飾', ['5832']]]",ㄈㄣˇ ㄕˋ,fěnshì
10487,憤世嫉俗,精熟,第7級,,3,1,"[['憤世嫉俗', ['5860']]]",ㄈㄣˋ ㄕˋ ㄐㄧˊ ㄙㄨˊ,fènshìjísú
10488,粉刷,精熟,第7級,,3,1,"[['粉刷', ['5835']]]",ㄈㄣˇ ㄕㄨㄚ,fěnshuā
10489,分水嶺,精熟,第7級,,2,2,"[['分水嶺', ['5770']]]",ㄈㄣ ㄕㄨㄟˇ ㄌㄧㄥˇ,fēnshuǐlǐng
10490,分攤,精熟,第7級,,3,5,"[['分攤', ['5726']]]",ㄈㄣ ㄊㄢ,fēntān
10491,分外/份外,精熟,第7級,,4,1,"[['分外', ['5845']]]",ㄈㄣˋ ㄨㄞˋ,fènwài
10492,焚香,精熟,第7級,,3,1,"[['焚香', ['5816']]]",ㄈㄣˊ ㄒㄧㄤ,fénxiāng
10493,奮勇,精熟,第7級,,3,1,"[['奮勇', ['5872']]]",ㄈㄣˋ ㄩㄥˇ,fènyǒng
10494,分支,精熟,第7級,,5,5,"[['分支', ['5759']]]",ㄈㄣ ㄓ,fēnzhī
10495,奉,精熟,第7級,,31,7,"[['奉', ['6247']]]",ㄈㄥˋ,fèng
10496,風采,精熟,第7級,,4,3,"[['風采', ['6167']]]",ㄈㄥ ㄘㄞˇ,fēngcǎi
10497,奉承,精熟,第7級,,6,2,"[['奉承', ['6260']]]",ㄈㄥˋ ㄔㄥˊ,fèngchéng
10498,風吹草動,精熟,第7級,,2,2,"[['風吹草動', ['6155']]]",ㄈㄥ ㄔㄨㄟ ㄘㄠˇ ㄉㄨㄥˋ,fēngchuīcǎodòng
10499,風範,精熟,第7級,,5,4,"[['風範', ['6104']]]",ㄈㄥ ㄈㄢˋ,fēngfàn
10500,豐功偉業,精熟,第7級,,2,1,"[['豐功偉業', ['6223']]]",ㄈㄥ ㄍㄨㄥ ㄨㄟˇ ㄧㄝˋ,fēnggōngwěiyè
10501,風寒,精熟,第7級,,3,4,"[['風寒', ['6126']]]",ㄈㄥ ㄏㄢˊ,fēnghán
10502,封號,精熟,第7級,,5,4,"[['封號', ['6090']]]",ㄈㄥ ㄏㄠˋ,fēnghào
10503,豐厚,精熟,第7級,,7,4,"[['豐厚', ['6224']]]",ㄈㄥ ㄏㄡˋ,fēnghòu
10504,風華,精熟,第7級,,4,5,[],ㄈㄥ ㄏㄨㄚˊ,fēnghuá
10505,烽火,精熟,第7級,,3,5,"[['烽火', ['6198']]]",ㄈㄥ ㄏㄨㄛˇ,fēnghuǒ
10506,俸祿,精熟,第7級,,7,1,[],ㄈㄥˋ ㄌㄨˋ,fènglù
10507,鋒芒,精熟,第7級,,2,0,"[['鋒芒', ['6211']]]",ㄈㄥ ㄇㄤˊ,fēngmáng
10508,風貌,精熟,第7級,,6,11,"[['風貌', ['6102']]]",ㄈㄥ ㄇㄠˋ,fēngmào
10509,風靡,精熟,第7級,,4,3,"[['風靡', ['6103']]]",ㄈㄥ ㄇㄧˇ,fēngmǐ
10510,豐沛,精熟,第7級,,4,12,"[['豐沛', ['6217']]]",ㄈㄥ ㄆㄟˋ,fēngpèi
10511,風平浪靜,精熟,第7級,,3,1,"[['風平浪靜', ['6099']]]",ㄈㄥ ㄆㄧㄥˊ ㄌㄤˋ ㄐㄧㄥˋ,fēngpínglàngjìng
10512,風起雲湧,精熟,第7級,,2,3,"[['風起雲湧', ['6134']]]",ㄈㄥ ㄑㄧˇ ㄩㄣˊ ㄩㄥˇ,fēngqǐyúnyǒng
10513,奉勸,精熟,第7級,,3,2,"[['奉勸', ['6256']]]",ㄈㄥˋ ㄑㄩㄢˋ,fèngquàn
10514,豐饒,精熟,第7級,,2,3,"[['豐饒', ['6229']]]",ㄈㄥ ㄖㄠˊ,fēngráo
10515,縫紉,精熟,第7級,,3,2,"[['縫紉', ['6243']]]",ㄈㄥˊ ㄖㄣˋ,féngrèn
10516,風騷,精熟,第7級,,3,1,"[['風騷', ['6168']]]",ㄈㄥ ㄙㄠ,fēngsāo
10517,風尚,精熟,第7級,,2,1,"[['風尚', ['6161']]]",ㄈㄥ ㄕㄤˋ,fēngshàng
10518,風霜,精熟,第7級,,3,2,"[['風霜', ['6165']]]",ㄈㄥ ㄕㄨㄤ,fēngshuāng
10519,豐碩,精熟,第7級,,4,3,"[['豐碩', ['6227']]]",ㄈㄥ ㄕㄨㄛˋ,fēngshuò
10520,風調雨順,精熟,第7級,,2,6,"[['風調雨順', ['6110']]]",ㄈㄥ ㄊㄧㄠˊ ㄩˇ ㄕㄨㄣˋ,fēngtiáoyǔshùn
